Title: test opamp tran
Date: Wed Sep 16 10:24:38  2026
Command: ngspice-45.2, Build Sep  6 2025   16:26:01
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 474
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	3.007306753737566e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	3.007306754474156e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	3.007306754528510e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	3.007306755810607e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	3.007306759299962e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	3.007306757151487e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	3.007306752927148e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	3.007306752501790e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	3.007306755613515e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	3.007319536098120e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	3.007344248941625e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	3.007391481472932e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.007425279187162e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.007425106242398e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.007425083559250e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.007425235117561e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.007425398230280e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.007425839717485e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.007426603746330e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.007428192706049e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.007431093663800e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.007436295846255e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.007443814820827e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.007448511267388e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.007423567549735e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	3.007290449574342e-01
	5.000000000000000e-01

 26	1.001311640000036e-06
	3.006905451901657e-01
	5.000000000000000e-01

 27	1.002622360000072e-06
	3.006144225522620e-01
	5.000000000000000e-01

 28	1.005243800000145e-06
	3.005252419066720e-01
	5.000000000000000e-01

 29	1.010349006125356e-06
	3.006161082820900e-01
	5.000000000000000e-01

 30	1.020559418375778e-06
	3.014273441309208e-01
	5.000000000000000e-01

 31	1.040980242876622e-06
	3.039886133231474e-01
	5.000000000000000e-01

 32	1.081821891878311e-06
	3.108286376075347e-01
	5.000000000000000e-01

 33	1.139425288621214e-06
	3.235847195169144e-01
	5.000000000000000e-01

 34	1.215052477339406e-06
	3.452256781771980e-01
	5.000000000000000e-01

 35	1.297262071980646e-06
	3.738590772034326e-01
	5.000000000000000e-01

 36	1.399576468421330e-06
	4.141138801720202e-01
	5.000000000000000e-01

 37	1.522457938000620e-06
	4.643476880084155e-01
	5.000000000000000e-01

 38	1.703664424094342e-06
	5.319554306957441e-01
	5.000000000000000e-01

 39	1.962665198428027e-06
	5.849302611915079e-01
	5.000000000000000e-01

 40	2.235579553403572e-06
	5.283128096753069e-01
	5.000000000000000e-01

 41	2.510408271273671e-06
	4.911025697273598e-01
	5.000000000000000e-01

 42	2.880326506249172e-06
	5.158892715861265e-01
	5.000000000000000e-01

 43	3.285832219967252e-06
	5.016969659794555e-01
	5.000000000000000e-01

 44	3.787778757569885e-06
	5.043889732798741e-01
	5.000000000000000e-01

 45	4.461565455462429e-06
	5.018646616272786e-01
	5.000000000000000e-01

 46	5.461565455462428e-06
	5.042115773066254e-01
	5.000000000000000e-01

 47	6.461565455462428e-06
	5.020712997341992e-01
	5.000000000000000e-01

 48	7.461565455462428e-06
	5.040238932295793e-01
	5.000000000000000e-01

 49	8.461565455462428e-06
	5.023474212959620e-01
	5.000000000000000e-01

 50	9.461565455462428e-06
	5.038356306166918e-01
	5.000000000000000e-01

 51	1.046156545546243e-05
	5.025942588214463e-01
	5.000000000000000e-01

 52	1.146156545546243e-05
	5.036588381702369e-01
	5.000000000000000e-01

 53	1.246156545546243e-05
	5.027646175288929e-01
	5.000000000000000e-01

 54	1.346156545546243e-05
	5.035200133570363e-01
	5.000000000000000e-01

 55	1.446156545546243e-05
	5.028893873889100e-01
	5.000000000000000e-01

 56	1.546156545546243e-05
	5.034109224649832e-01
	5.000000000000000e-01

 57	1.646156545546243e-05
	5.029775566531427e-01
	5.000000000000000e-01

 58	1.746156545546243e-05
	5.033363863739098e-01
	5.000000000000000e-01

